Country,Series,Year,GDP per capita
,,1994,3295.244924
,,1995,4748.388208
,,1996,5166.163933
,,1997,5282.04947
,,1998,5087.079072
,,1999,3479.843833
,,2000,3749.910848
,,2001,3160.249345
,,2002,2839.491501
,,2003,3070.436419
,,2004,3637.31389
,,2005,4790.456566
,,2006,5886.391522
,,2007,7348.187963
,,2008,8831.183643
,,2009,8597.794335
,,2010,11286.07154
,,2011,13245.38737
,,2012,12370.22325
,,2013,12300.38671
,,2014,12112.83496
,,2015,8813.989806
,,2016,8710.06329
,,2017,9928.675897
,,2018,9151.381732
,,2019,8876.059836
,,2020,6814.875632
,,2021,7518.834284
British Virgin Islands,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,
,,2009,
,,2010,
,,2011,
,,2012,
,,2013,
,,2014,
,,2015,
,,2016,
,,2017,
,,2018,
,,2019,
,,2020,
,,2021,
Brunei Darussalam,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,1113.783042
,,1966,1237.563579
,,1967,1236.419664
,,1968,1364.065978
,,1969,1304.340672
,,1970,1382.537631
,,1971,1455.887576
,,1972,1906.971488
,,1973,2916.130273
,,1974,6923.221828
,,1975,7228.040373
,,1976,8461.889582
,,1977,9917.30147
,,1978,10715.17654
,,1979,14945.84109
,,1980,25422.03919
,,1981,21828.12245
,,1982,20693.82491
,,1983,18129.2439
,,1984,17337.02648
,,1985,15699.57478
,,1986,10214.02849
,,1987,11594.56754
,,1988,11009.25739
,,1989,11872.72517
,,1990,13607.89027
,,1991,13905.16834
,,1992,15274.66771
,,1993,14575.57459
,,1994,14120.95256
,,1995,15933.45283
,,1996,16793.39123
,,1997,16660.14763
,,1998,12694.14896
,,1999,14101.17285
,,2000,18012.50219
,,2001,16472.00329
,,2002,16850.39408
,,2003,18560.5035
,,2004,21902.02712
,,2005,26105.42203
,,2006,30979.96284
,,2007,32663.39237
,,2008,37934.67645
,,2009,27956.00514
,,2010,35270.64214
,,2011,47055.96064
,,2012,47739.55769
,,2013,44740.85942
,,2014,41725.86752
,,2015,31164.03625
,,2016,27158.40565
,,2017,28571.60829
,,2018,31628.47626
,,2019,31085.96193
,,2020,27442.95383
,,2021,31722.66014
Bulgaria,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,2238.802958
,,1981,2234.814816
,,1982,2169.004011
,,1983,1852.813434
,,1984,1963.572676
,,1985,1914.550647
,,1986,2260.427281
,,1987,3132.30136
,,1988,2511.393063
,,1989,2477.020818
,,1990,2366.529821
,,1991,1267.734375
,,1992,1211.980878
,,1993,1278.247173
,,1994,1148.494399
,,1995,2258.286018
,,1996,1470.103703
,,1997,1361.392386
,,1998,1820.405094
,,1999,1659.718346
,,2000,1621.242961
,,2001,1770.913534
,,2002,2092.957694
,,2003,2719.497656
,,2004,3389.707049
,,2005,3899.907638
,,2006,4523.050833
,,2007,5885.104348
,,2008,7265.735497
,,2009,6988.233325
,,2010,6853.002854
,,2011,7849.165283
,,2012,7432.478766
,,2013,7681.93462
,,2014,7901.785876
,,2015,7074.681023
,,2016,7569.478815
,,2017,8366.293221
,,2018,9446.700772
,,2019,9879.268533
,,2020,10079.20338
,,2021,11634.97102
Burkina Faso,GDP per capita (current US$),1960,68.4247344
,,1961,71.55818009
,,1962,76.52054931
,,1963,78.37219583
,,1964,80.47271812
,,1965,81.72505232
,,1966,82.54568401
,,1967,84.3630702
,,1968,84.73293716
,,1969,86.52020913
,,1970,81.5000146
,,1971,84.28782858
,,1972,99.32674697
,,1973,113.7803414
,,1974,124.3588964
,,1975,152.7279968
,,1976,155.6490569
,,1977,176.783351
,,1978,225.9415178
,,1979,262.0760096
,,1980,282.6858501
,,1981,254.2304687
,,1982,245.0944909
,,1983,217.9946024
,,1984,193.8432731
,,1985,200.8943518
,,1986,256.7624807
,,1987,291.1316167
,,1988,313.0615914
,,1989,304.8535209
,,1990,351.9792335
,,1991,346.4105959
,,1992,361.0468756
,,1993,334.943237
,,1994,193.0702802
,,1995,235.8321506
,,1996,249.3605589
,,1997,229.4929493
,,1998,255.7182367
,,1999,300.4217239
,,2000,255.7186873
,,2001,267.0975996
,,2002,294.6653885
,,2003,374.627358
,,2004,418.3766603
,,2005,457.9334308
,,2006,473.4498682
,,2007,535.0622795
,,2008,643.404581
,,2009,624.1751645
,,2010,647.8360955
,,2011,751.1727704
,,2012,758.000427
,,2013,787.4694383
,,2014,792.8462374
,,2015,653.3272681
,,2016,688.2506963
,,2017,734.996268
,,2018,804.5005378
,,2019,796.1152068
,,2020,857.9327297
,,2021,918.1525819
Burundi,GDP per capita (current US$),1960,70.0519099
,,1961,71.16718821
,,1962,73.43533082
,,1963,78.51462075
,,1964,86.16154951
,,1965,51.38188126
,,1966,52.1825517
,,1967,54.80644312
,,1968,54.90076208
,,1969,55.7149339
,,1970,69.76938418
,,1971,71.62670983
,,1972,69.13961473
,,1973,84.41878205
,,1974,94.68539954
,,1975,113.7531561
,,1976,118.9149331
,,1977,142.0529839
,,1978,154.5162733
,,1979,193.1499639
,,1980,221.2319418
,,1981,227.12812
,,1982,231.3436938
,,1983,240.7817032
,,1984,213.6168414
,,1985,242.0585038
,,1986,245.9153275
,,1987,225.0714758
,,1988,209.4148608
,,1989,209.8944126
,,1990,208.1466789
,,1991,209.778011
,,1992,190.4888799
,,1993,161.887525
,,1994,156.812381
,,1995,167.0988878
,,1996,143.4023238
,,1997,158.9146699
,,1998,144.4930173
,,1999,128.9389187
,,2000,136.4639708
,,2001,134.3634269
,,2002,123.1175361
,,2003,113.5672513
,,2004,128.3367028
,,2005,151.6815663
,,2006,167.3764625
,,2007,172.4955966
,,2008,198.3528517
,,2009,212.1370572
,,2010,234.2355389
,,2011,249.5779794
,,2012,252.3624696
,,2013,256.9736979
,,2014,274.8578362
,,2015,305.5111441
,,2016,251.6514772
,,2017,250.5146007
,,2018,238.0343096
,,2019,223.8628757
,,2020,233.8375103
,,2021,236.7954142
Cabo Verde,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,501.1374945
,,1981,483.1269255
,,1982,477.9392565
,,1983,461.2399971
,,1984,431.2375548
,,1985,441.9066289
,,1986,602.1584963
,,1987,732.5632731
,,1988,811.3983382
,,1989,807.5623924
,,1990,908.0881284
,,1991,923.7442808
,,1992,1003.929541
,,1993,1339.729577
,,1994,1080.156565
,,1995,1261.103098
,,1996,1269.120577
,,1997,1213.632864
,,1998,1265.19785
,,1999,1408.986203
,,2000,1259.353067
,,2001,1292.226512
,,2002,1401.891073
,,2003,1809.11003
,,2004,2024.266381
,,2005,2099.148417
,,2006,2361.380101
,,2007,3186.779935
,,2008,3721.219993
,,2009,3517.430156
,,2010,3378.323433
,,2011,3740.374103
,,2012,3447.4831
,,2013,3616.03557
,,2014,3588.625584
,,2015,3043.031382
,,2016,3131.017598
,,2017,3292.633503
,,2018,3616.460666
,,2019,3603.775241
,,2020,3064.272388
,,2021,3445.756536
Cambodia,GDP per capita (current US$),1960,111.3424408
,,1961,109.4603502
,,1962,109.4811702
,,1963,117.8234502
,,1964,123.6459254
,,1965,134.3042796
,,1966,138.8429755
,,1967,144.0117785
,,1968,157.1901393
,,1969,142.2652037
,,1970,102.6789615
,,1971,135.8487853
,,1972,69.23329893
,,1973,94.3585945
,,1974,78.11203511
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,254.1166348
,,1994,270.5429401
,,1995,322.9315754
,,1996,319.2863136
,,1997,304.7647688
,,1998,268.9903722
,,1999,295.9031784
,,2000,300.613679
,,2001,321.1502236
,,2002,338.9874773
,,2003,362.3354822
,,2004,408.5136388
,,2005,474.1111921
,,2006,539.7503289
,,2007,631.5252576
,,2008,745.609127
,,2009,738.0547312
,,2010,785.5026671
,,2011,882.275614
,,2012,950.880346
,,2013,1013.420536
,,2014,1093.495976
,,2015,1162.904995
,,2016,1269.591499
,,2017,1385.260066
,,2018,1512.126989
,,2019,1643.121389
,,2020,1547.511388
,,2021,1590.95666
Cameroon,GDP per capita (current US$),1960,118.6431452
,,1961,123.5148081
,,1962,128.5946372
,,1963,130.1752742
,,1964,137.6297641
,,1965,141.002515
,,1966,144.0153653
,,1967,154.6778907
,,1968,168.7021488
,,1969,173.1217176
,,1970,176.5737092
,,1971,184.9034758
,,1972,218.1760536
,,1973,269.592296
,,1974,297.686036
,,1975,383.4405469
,,1976,378.1236216
,,1977,430.3813993
,,1978,574.1663895
,,1979,707.5442896
,,1980,774.1852434
,,1981,743.7601604
,,1982,721.2163069
,,1983,726.5059552
,,1984,749.3390662
,,1985,848.4732795
,,1986,1140.597182
,,1987,1216.064467
,,1988,1104.793753
,,1989,963.8326781
,,1990,1045.364362
,,1991,975.4719489
,,1992,965.7807389
,,1993,1257.905709
,,1994,672.848688
,,1995,798.8813102
,,1996,794.0511616
,,1997,752.1698237
,,1998,767.3403603
,,1999,765.3103315
,,2000,681.102043
,,2001,687.6481344
,,2002,759.1118514
,,2003,950.5648637
,,2004,1090.785332
,,2005,1100.174926
,,2006,1147.4366
,,2007,1277.516807
,,2008,1439.547804
,,2009,1411.474572
,,2010,1352.302275
,,2011,1465.145788
,,2012,1403.522915
,,2013,1527.751257
,,2014,1604.214035
,,2015,1382.50979
,,2016,1413.255957
,,2017,1469.4475
,,2018,1585.240534
,,2019,1533.095688
,,2020,1537.130218
,,2021,1661.702105
Canada,GDP per capita (current US$),1960,2259.294285
,,1961,2240.433039
,,1962,2268.585346
,,1963,2374.498448
,,1964,2555.111146
,,1965,2770.361804
,,1966,3047.106147
,,1967,3217.159294
,,1968,3462.678872
,,1969,3763.953379
,,1970,4121.932814
,,1971,4520.162878
,,1972,5089.587902
,,1973,5838.660894
,,1974,7033.011021
,,1975,7511.211343
,,1976,8809.26466
,,1977,8919.057461
,,1978,9123.691334
,,1979,10043.66096
,,1980,11170.56397
,,1981,12337.46625
,,1982,12481.87479
,,1983,13425.12249
,,1984,13877.91708
,,1985,14114.80776
,,1986,14461.06924
,,1987,16308.96697
,,1988,18936.9641
,,1989,20715.63148
,,1990,21448.36196
,,1991,21768.34329
,,1992,20879.84833
,,1993,20121.16125
,,1994,19935.38146
,,1995,20613.78788
,,1996,21227.34753
,,1997,21901.56285
,,1998,21024.58507
,,1999,22315.24667
,,2000,24271.00206
,,2001,23822.06012
,,2002,24255.33858
,,2003,28300.4631
,,2004,32143.68141
,,2005,36382.50792
,,2006,40504.06073
,,2007,44659.89514
,,2008,46710.50558
,,2009,40876.31015
,,2010,47562.08343
,,2011,52223.69611
,,2012,52669.08996
,,2013,52635.17496
,,2014,50955.99832
,,2015,43596.13554
,,2016,42315.60371
,,2017,45129.4293
,,2018,46548.63841
,,2019,46328.67184
,,2020,43258.26387
,,2021,52051.35146
Cayman Islands,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,82801.54347
,,2007,85433.03028
,,2008,85188.33603
,,2009,77400.42237
,,2010,73351.75776
,,2011,72329.6623
,,2012,72777.14784
,,2013,73514.66965
,,2014,74990.43274
,,2015,76284.1943
,,2016,78471.62814
,,2017,81513.16283
,,2018,86180.53969
,,2019,91513.04267
,,2020,85346.76195
,,2021,
Central African Republic,GDP per capita (current US$),1960,74.68734697
,,1961,80.68806373
,,1962,80.21271167
,,1963,81.91790923
,,1964,88.29011578
,,1965,91.83037465
,,1966,94.39823569
,,1967,95.89648392
,,1968,109.9459104
,,1969,105.7071013
,,1970,104.4120165
,,1971,109.4533592
,,1972,123.3106512
,,1973,143.1158463
,,1974,146.2277673
,,1975,193.3549821
,,1976,225.9131745
,,1977,248.6860332
,,1978,292.4700089
,,1979,327.3412249
,,1980,362.4001488
,,1981,306.8322393
,,1982,320.4298321
,,1983,273.5013818
,,1984,257.3536366
,,1985,340.201389
,,1986,432.0117587
,,1987,453.7462185
,,1988,469.529167
,,1989,449.3988958
,,1990,513.3041877
,,1991,478.5032764
,,1992,477.1223243
,,1993,419.8027038
,,1994,271.5054976
,,1995,346.1081962
,,1996,304.6310755
,,1997,276.4215961
,,1998,278.3319015
,,1999,280.9084242
,,2000,251.832764
,,2001,250.5761943
,,2002,261.9764205
,,2003,294.3213277
,,2004,321.3126541
,,2005,331.2948211
,,2006,354.986192
,,2007,404.909403
,,2008,466.4723203
,,2009,476.6162628
,,2010,488.4217358
,,2011,551.7497219
,,2012,565.8012071
,,2013,380.2979111
,,2014,424.4491317
,,2015,377.4229177
,,2016,402.1916451
,,2017,450.900697
,,2018,475.9538139
,,2019,468.1175148
,,2020,481.7462966
,,2021,511.4847456
Chad,GDP per capita (current US$),1960,104.4717189
,,1961,109.1292505
,,1962,114.5818066
,,1963,116.7765439
,,1964,120.8206547
,,1965,125.9754788
,,1966,128.342694
,,1967,130.9607828
,,1968,129.7319508
,,1969,132.16998
,,1970,128.7917736
,,1971,134.6863325
,,1972,153.4439645
,,1973,165.613494
,,1974,163.1365433
,,1975,211.468197
,,1976,207.5288221
,,1977,219.8136948
,,1978,256.8238714
,,1979,227.0800033
,,1980,228.8224844
,,1981,190.107209
,,1982,176.8423264
,,1983,172.2602177
,,1984,185.3943371
,,1985,202.7455568
,,1986,203.5012509
,,1987,214.9381823
,,1988,265.2409713
,,1989,248.3033757
,,1990,291.5533573
,,1991,304.8744725
,,1992,296.0396966
,,1993,222.9231832
,,1994,173.9902724
,,1995,206.2606526
,,1996,221.6730401
,,1997,205.8626958
,,1998,224.5537395
,,1999,190.5590719
,,2000,166.1757089
,,2001,197.1460821
,,2002,221.4165369
,,2003,292.6008802
,,2004,454.3363652
,,2005,658.566973
,,2006,710.3963987
,,2007,799.603742
,,2008,929.3827519
,,2009,803.6863884
,,2010,892.5688697
,,2011,984.7361305
,,2012,967.3529488
,,2013,979.8117426
,,2014,1020.287979
,,2015,776.0197523
,,2016,693.4497674
,,2017,665.9488849
,,2018,726.1510071
,,2019,709.5400432
,,2020,652.3492096
,,2021,696.4227755
Channel Islands,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,40583.24267
,,1999,42446.97122
,,2000,43380.80298
,,2001,41807.07902
,,2002,44544.36451
,,2003,48861.02563
,,2004,56753.20505
,,2005,58199.16055
,,2006,63244.92538
,,2007,74463.01592
,,2008,
,,2009,
,,2010,
,,2011,
,,2012,
,,2013,
,,2014,
,,2015,
,,2016,
,,2017,
,,2018,
,,2019,
,,2020,
,,2021,
Chile,GDP per capita (current US$),1960,505.3493255
,,1961,555.1344026
,,1962,638.94536
,,1963,655.2522487
,,1964,678.1281064
,,1965,670.3956858
,,1966,772.7257162
,,1967,753.1279579
,,1968,756.9120009
,,1969,870.3198385
,,1970,932.8615692
,,1971,1094.682253
,,1972,1173.218389
,,1973,1640.0297
,,1974,1554.387803
,,1975,719.5991575
,,1976,961.424604
,,1977,1278.32816
,,1978,1441.942086
,,1979,1937.266572
,,1980,2542.763806
,,1981,2979.607879
,,1982,2156.513066
,,1983,1709.442069
,,1984,1624.631968
,,1985,1444.280138
,,1986,1517.861345
,,1987,1760.306398
,,1988,2026.837914
,,1989,2288.554941
,,1990,2494.526796
,,1991,2803.562714
,,1992,3350.214089
,,1993,3535.17436
,,1994,4024.215228
,,1995,5107.277513
,,1996,5386.467985
,,1997,5797.888802
,,1998,5474.479217
,,1999,4985.629188
,,2000,5100.254133
,,2001,4609.21396
,,2002,4481.831255
,,2003,4827.083378
,,2004,6186.662716
,,2005,7558.371754
,,2006,9406.584485
,,2007,10439.42846
,,2008,10752.9723
,,2009,10151.05852
,,2010,12724.10406
,,2011,14577.63266
,,2012,15354.6184
,,2013,15777.78151
,,2014,14606.99672
,,2015,13495.01061
,,2016,13690.90746
,,2017,14962.55685
,,2018,15772.33348
,,2019,14699.46278
,,2020,13220.57076
,,2021,16502.83857
China,GDP per capita (current US$),1960,89.52054151
,,1961,75.80583793
,,1962,70.90941167
,,1963,74.31364345
,,1964,85.49855516
,,1965,98.48677775
,,1966,104.3245662
,,1967,96.58953194
,,1968,91.47271831
,,1969,100.1299033
,,1970,113.1629916
,,1971,118.6545778
,,1972,131.8835612
,,1973,157.0903743
,,1974,160.1400937
,,1975,178.3418196
,,1976,165.4055404
,,1977,185.4228329
,,1978,156.3963885
,,1979,183.9831522
,,1980,194.8047222
,,1981,197.0714745
,,1982,203.3349195
,,1983,225.4319289
,,1984,250.713969
,,1985,294.4588485
,,1986,281.9281209
,,1987,251.811957
,,1988,283.5376952
,,1989,310.8819124
,,1990,317.884673
,,1991,333.1421454
,,1992,366.4606923
,,1993,377.3898395
,,1994,473.4922787
,,1995,609.6566792
,,1996,709.4137551
,,1997,781.7441643
,,1998,828.5804793
,,1999,873.2870617
,,2000,959.3724836
,,2001,1053.108243
,,2002,1148.50829
,,2003,1288.643252
,,2004,1508.668098
,,2005,1753.417829
,,2006,2099.229435
,,2007,2693.970063
,,2008,3468.304602
,,2009,3832.236432
,,2010,4550.453108
,,2011,5614.352135
,,2012,6300.615118
,,2013,7020.338485
,,2014,7636.116601
,,2015,8016.431435
,,2016,8094.363367
,,2017,8816.986905
,,2018,9905.342004
,,2019,10143.8382
,,2020,10408.66976
,,2021,12556.33312
Colombia,GDP per capita (current US$),1960,251.0415229
,,1961,274.0522642
,,1962,289.9179458
,,1963,274.3149575
,,1964,328.6550321
,,1965,307.64686
,,1966,281.5660485
,,1967,293.6442641
,,1968,292.2574962
,,1969,307.9952102
,,1970,335.1182036
,,1971,355.4075174
,,1972,385.1125208
,,1973,448.0338172
,,1974,525.5257298
,,1975,544.2909066
,,1976,623.4289691
,,1977,773.7458155
,,1978,904.0106935
,,1979,1061.848345
,,1980,1241.639587
,,1981,1323.376573
,,1982,1386.672969
,,1983,1348.804623
,,1984,1304.177177
,,1985,1165.042414
,,1986,1142.939363
,,1987,1165.982397
,,1988,1232.226154
,,1989,1218.21101
,,1990,1445.32863
,,1991,1456.694357
,,1992,1697.112936
,,1993,1893.542212
,,1994,2284.838813
,,1995,2539.912877
,,1996,2620.538762
,,1997,2827.379527
,,1998,2566.024194
,,1999,2209.93165
,,2000,2520.481089
,,2001,2439.682456
,,2002,2396.627127
,,2003,2281.401762
,,2004,2782.623185
,,2005,3414.465158
,,2006,3741.092837
,,2007,4714.073055
,,2008,5472.53653
,,2009,5193.241458
,,2010,6336.709474
,,2011,7335.166934
,,2012,8050.255372
,,2013,8218.347844
,,2014,8114.343921
,,2015,6175.87603
,,2016,5870.777957
,,2017,6376.706716
,,2018,6729.583332
,,2019,6418.615783
,,2020,5312.198556
,,2021,6131.225922
Comoros,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,689.3984895
,,1981,618.1972869
,,1982,562.8150253
,,1983,570.1541215
,,1984,534.6491149
,,1985,553.6324027
,,1986,763.3253505
,,1987,896.1331714
,,1988,918.8997605
,,1989,854.4652011
,,1990,1043.790659
,,1991,1000.556291
,,1992,1047.965144
,,1993,1008.038469
,,1994,690.4672501
,,1995,838.171684
,,1996,810.5475521
,,1997,726.0523149
,,1998,718.1212694
,,1999,723.1782555
,,2000,647.4258118
,,2001,680.9055728
,,2002,747.9888625
,,2003,937.7108963
,,2004,1061.075548
,,2005,1069.029426
,,2006,1114.945281
,,2007,1240.092528
,,2008,1393.216032
,,2009,1344.730406
,,2010,1316.491213
,,2011,1447.945144
,,2012,1403.360252
,,2013,1505.337292
,,2014,1513.830379
,,2015,1242.585608
,,2016,1273.050952
,,2017,1323.814843
,,2018,1428.290463
,,2019,1404.433187
,,2020,1407.40927
,,2021,1494.687693
Democratic Republic of the Congo,GDP per capita (current US$),1960,220.3139899
,,1961,197.3913592
,,1962,235.6335244
,,1963,377.4298785
,,1964,170.467005
,,1965,232.8111278
,,1966,253.7592087
,,1967,184.1304392
,,1968,206.7149511
,,1969,258.6064767
,,1970,243.7497809
,,1971,272.0654295
,,1972,292.2971255
,,1973,362.8435642
,,1974,430.7021578
,,1975,446.9755403
,,1976,409.5242253
